Country,Year,population
Western Sahara,1964,46314
Vietnam,1964,36780984
Virgin Islands (U.S.),1964,46122
North Yemen (former),1964,4687252
South Yemen (former),1964,1451254
Yemen,1964,5522690
Yugoslavia,1964,18858421
Zambia,1964,3449266
Zimbabwe,1964,4279561
Åland,1964,20854
South Sudan,1964,3196258
Curaçao,1964,132319
Sint Maarten (Dutch part),1964,4065
St. Martin (French part),1964,NA
Antarctica,1964,NA
Bouvet Island,1964,NA
British Indian Ocean Territory,1964,NA
Clipperton,1964,NA
French Southern and Antarctic Lands,1964,NA
Gaza Strip,1964,NA
Heard and McDonald Islands,1964,NA
Northern Marianas,1964,NA
South Georgia and the South Sandwich Islands,1964,NA
US Minor Outlying Islands,1964,NA
Virgin Islands,1964,NA
West Bank,1964,NA
Abkhazia,1965,NA
Afghanistan,1965,9935358
Akrotiri and Dhekelia,1965,11848
Albania,1965,1896125
Algeria,1965,12626953
American Samoa,1965,23518
Andorra,1965,18551
Angola,1965,5765025
Anguilla,1965,6114
Antigua and Barbuda,1965,59653
Argentina,1965,22283389
Armenia,1965,2204650
Aruba,1965,57360
Australia,1965,11368011
Austria,1965,7298794
Azerbaijan,1965,4579759
Bahamas,1965,140049
Bahrain,1965,187348
Bangladesh,1965,55835020
Barbados,1965,235373
Belarus,1965,8607031
Belgium,1965,9440279
Belize,1965,106121
Benin,1965,2632360
Bermuda,1965,49211
Bhutan,1965,252629
Bolivia,1965,4070590
Bosnia and Herzegovina,1965,3524596
Botswana,1965,595741
Brazil,1965,84130061
British Virgin Islands,1965,8813
Brunei,1965,102525
Bulgaria,1965,8206564
Burkina Faso,1965,5174869
Burundi,1965,3079034
Cambodia,1965,6467196
Cameroon,1965,5987671
Canada,1965,19693538
Cape Verde,1965,231427
Cayman Islands,1965,8371
Central African Republic,1965,1648830
Chad,1965,3310921
Channel Islands,1965,114992
Chile,1965,8612074
China,1965,706590947
Christmas Island,1965,931
Cocos Island,1965,397
Colombia,1965,19144220
Comoros,1965,205412
"Congo, Dem. Rep.",1965,17369859
"Congo, Rep.",1965,1157905
Cook Is,1965,18969
Costa Rica,1965,1589625
Cote d'Ivoire,1965,4219739
Croatia,1965,4328920
Cuba,1965,7951928
Cyprus,1965,580971
Czech Republic,1965,9800931
Czechoslovakia,1965,14141137
Denmark,1965,4760262
Djibouti,1965,114963
Dominica,1965,65038
Dominican Republic,1965,3878952
East Germany,1965,17396749
Ecuador,1965,5250120
Egypt,1965,30872982
El Salvador,1965,3197865
Equatorial Guinea,1965,269427
Eritrea,1965,1589187
Eritrea and Ethiopia,1965,28492883
Estonia,1965,1290437
Ethiopia,1965,25013551
Faeroe Islands,1965,36363
Falkland Is (Malvinas),1965,2074
Fiji,1965,463884
Finland,1965,4564690
France,1965,48952283
French Guiana,1965,38897
French Polynesia,1965,93440
Gabon,1965,532512
Gambia,1965,400865
Georgia,1965,4477328
Germany,1965,75990737
Ghana,1965,7710547
Gibraltar,1965,23256
Greece,1965,8534252
Greenland,1965,37963
Grenada,1965,94579
Guadeloupe,1965,300170
Guam,1965,74827
Guatemala,1965,4728203
Guernsey,1965,50063
Guinea,1965,3877804
Guinea-Bissau,1965,652566
Guyana,1965,650379
Haiti,1965,4271133
Holy See,1965,855
Honduras,1965,2352637
"Hong Kong, China",1965,3801814
Hungary,1965,10170472
Iceland,1965,192251
India,1965,497920270
Indonesia,1965,100308896
Iran,1965,24955116
Iraq,1965,8375791
Ireland,1965,2857104
Isle of Man,1965,50713
Israel,1965,2522530
Italy,1965,51693136
Jamaica,1965,1763436
Japan,1965,97341852
Jersey,1965,66290
Jordan,1965,1119798
Kazakhstan,1965,11909001
Kenya,1965,9504702
Kiribati,1965,46455
North Korea,1965,12547524
South Korea,1965,28392722
United Korea (former),1965,40584499
Kosovo,1965,1399698
Kuwait,1965,482173
Kyrgyz Republic,1965,2573494
Lao,1965,2381063
Latvia,1965,2261259
Lebanon,1965,2092354
Lesotho,1965,933251
Liberia,1965,1252968
Libya,1965,1717255
Liechtenstein,1965,18647
Lithuania,1965,2966947
Luxembourg,1965,330164
"Macao, China",1965,206910
"Macedonia, FYR",1965,1592434
Madagascar,1965,5769219
Malawi,1965,4058680
Malaysia,1965,9569784
Maldives,1965,102723
Mali,1965,5568485
Malta,1965,306212
Marshall Islands,1965,17283
Martinique,1965,311129
Mauritania,1965,992368
Mauritius,1965,753285
Mayotte,1965,30525
Mexico,1965,44623041
"Micronesia, Fed. Sts.",1965,52238
Moldova,1965,3335625
Monaco,1965,23283
Mongolia,1965,1107125
Montenegro,1965,533815
Montserrat,1965,11842
Morocco,1965,14248426
Mozambique,1965,8302736
Myanmar,1965,24023640
Namibia,1965,682553
Nauru,1965,5738
Nepal,1965,10905006
Netherlands,1965,12216122
Netherlands Antilles,1965,146530
New Caledonia,1965,91197
New Zealand,1965,2628003
Ngorno-Karabakh,1965,NA
Nicaragua,1965,2062633
Niger,1965,3921581
Nigeria,1965,50238569
Niue,1965,5095
Norfolk Island,1965,1765
Northern Cyprus,1965,NA
Northern Mariana Islands,1965,11157
Norway,1965,3724065
Oman,1965,625007
Pakistan,1965,50848775
Palau,1965,10782
Panama,1965,1314627
Papua New Guinea,1965,2161103
Paraguay,1965,2170853
Peru,1965,11607684
Philippines,1965,30913931
Pitcairn,1965,105
Poland,1965,31539695
Portugal,1965,8888635
Puerto Rico,1965,2577530
Qatar,1965,73543
Reunion,1965,390770
Romania,1965,19379554
Russia,1965,126483874
Rwanda,1965,3232937
St. Barthélemy,1965,2291
St. Helena,1965,4627
St. Kitts and Nevis,1965,49211
St. Lucia,1965,96303
St. Martin,1965,19924
St. Vincent and the Grenadines,1965,85972
St.-Pierre-et-Miquelon,1965,5095
Samoa,1965,127068
San Marino,1965,17440
Sao Tome and Principe,1965,64797
Saudi Arabia,1965,4843635
Senegal,1965,3649308
Serbia,1965,7835084
Serbia and Montenegro,1965,8322522
Serbia excluding Kosovo,1965,6616396
Seychelles,1965,46770
Sierra Leone,1965,2332999
Singapore,1965,1879571
Slovak Republic,1965,4378613
Slovenia,1965,1629434
Solomon Islands,1965,136847
Somalia,1965,3069558
Somaliland,1965,NA
South Africa,1965,19813947
South Ossetia,1965,NA
Spain,1965,32192223
Sri Lanka,1965,11117685
Sudan,1965,8738703
Suriname,1965,331799
Svalbard,1965,2023
Swaziland,1965,391659
Sweden,1965,7741167
Switzerland,1965,5829958
Syria,1965,5398333
Taiwan,1965,12976667
Tajikistan,1965,2489648
Tanzania,1965,11683511
Thailand,1965,31822798
Timor-Leste,1965,547035
Togo,1965,1708632
Tokelau,1965,1924
Tonga,1965,74363
Transnistria,1965,NA
Trinidad and Tobago,1965,912419
Tunisia,1965,4545340
Turkey,1965,31000167
Turkmenistan,1965,189e4
Turks and Caicos Islands,1965,5669
Tuvalu,1965,6819
Uganda,1965,8014376
Ukraine,1965,45261939
United Arab Emirates,1965,150318
United Kingdom,1965,54278349
United States,1965,199403532
Uruguay,1965,2694535
USSR,1965,230450018
Uzbekistan,1965,10233502
Wallis et Futuna,1965,9223
Vanuatu,1965,74287
Venezuela,1965,9824694
West Bank and Gaza,1965,1191509
West Germany,1965,57510722
Western Sahara,1965,50969
Vietnam,1965,37860014
Virgin Islands (U.S.),1965,49610
North Yemen (former),1965,4718826
South Yemen (former),1965,1461030
Yemen,1965,5619170
Yugoslavia,1965,19037222
Zambia,1965,3559687
Zimbabwe,1965,4422132
Åland,1965,20823
South Sudan,1965,3263767
Curaçao,1965,133876
Sint Maarten (Dutch part),1965,4464
St. Martin (French part),1965,NA
Antarctica,1965,NA
Bouvet Island,1965,NA
British Indian Ocean Territory,1965,NA
Clipperton,1965,NA
French Southern and Antarctic Lands,1965,NA
Gaza Strip,1965,NA
Heard and McDonald Islands,1965,NA
Northern Marianas,1965,NA
South Georgia and the South Sandwich Islands,1965,NA
US Minor Outlying Islands,1965,NA
Virgin Islands,1965,NA
West Bank,1965,NA
Abkhazia,1966,NA
Afghanistan,1966,10148841
Akrotiri and Dhekelia,1966,11932
Albania,1966,1947786
Algeria,1966,12980269
American Samoa,1966,24320
Andorra,1966,19646
Angola,1966,5863568
Anguilla,1966,6171
Antigua and Barbuda,1966,60818
Argentina,1966,22608747
Armenia,1966,2269475
Aruba,1966,57712
Australia,1966,11657281
Austria,1966,7345865
Azerbaijan,1966,4708485
Bahamas,1966,146364
Bahrain,1966,191782
Bangladesh,1966,57675529
Barbados,1966,236043
Belarus,1966,8695433
Belgium,1966,9493656
Belize,1966,109344
Benin,1966,2681382
Bermuda,1966,49916
Bhutan,1966,259270
Bolivia,1966,4152665
Bosnia and Herzegovina,1966,3574972
Botswana,1966,612950
Brazil,1966,86494987
British Virgin Islands,1966,9009
Brunei,1966,107450
Bulgaria,1966,8269118
Burkina Faso,1966,5256363
Burundi,1966,3153879
Cambodia,1966,6588993
Cameroon,1966,6130990
Canada,1966,20041006
Cape Verde,1966,239765
Cayman Islands,1966,8442
Central African Republic,1966,1682874
Chad,1966,3373563
Channel Islands,1966,116226
Chile,1966,8802926
China,1966,724490033
Christmas Island,1966,957
Cocos Island,1966,402
Colombia,1966,19721464
Comoros,1966,209536
"Congo, Dem. Rep.",1966,17861860
"Congo, Rep.",1966,1190361
Cook Is,1966,19409
Costa Rica,1966,1642189
Cote d'Ivoire,1966,4400054
Croatia,1966,4350815
Cuba,1966,8110428
Cyprus,1966,585311
Czech Republic,1966,9811540
Czechoslovakia,1966,14216185
Denmark,1966,4796157
Djibouti,1966,122868
Dominica,1966,66305
Dominican Republic,1966,4001377
East Germany,1966,17332593
Ecuador,1966,5405692
Egypt,1966,31660914
El Salvador,1966,3290397
Equatorial Guinea,1966,275470
Eritrea,1966,1629333
Eritrea and Ethiopia,1966,29082839
Estonia,1966,1305025
Ethiopia,1966,25641176
Faeroe Islands,1966,36804
Falkland Is (Malvinas),1966,2058
Fiji,1966,476329
Finland,1966,4577033
France,1966,49411342
French Guiana,1966,40619
French Polynesia,1966,96730
Gabon,1966,542562
Gambia,1966,408182
Georgia,1966,4529961
Germany,1966,76558016
Ghana,1966,7890992
Gibraltar,1966,23590
Greece,1966,8580600
Greenland,1966,39616
Grenada,1966,94878
Guadeloupe,1966,304506
Guam,1966,76611
Guatemala,1966,4858880
Guernsey,1966,50776
Guinea,1966,3948206
Guinea-Bissau,1966,662597
Guyana,1966,662332
Haiti,1966,4357482
Holy See,1966,817
Honduras,1966,2420234
"Hong Kong, China",1966,3868497
Hungary,1966,10204575
Iceland,1966,194935
India,1966,508402908
Indonesia,1966,103067352
Iran,1966,25624650
Iraq,1966,8651167
Ireland,1966,2869311
Isle of Man,1966,51776
Israel,1966,2591594
Italy,1966,52076758
Jamaica,1966,1786547
Japan,1966,98494630
Jersey,1966,66934
Jordan,1966,1210948
Kazakhstan,1966,12200891
Kenya,1966,9822505
Kiribati,1966,47461
North Korea,1966,12864683
South Korea,1966,29006181
United Korea (former),1966,41663207
Kosovo,1966,1412490
Kuwait,1966,533521
Kyrgyz Republic,1966,2655349
Lao,1966,2437527
Latvia,1966,2284214
Lebanon,1966,2136640
Lesotho,1966,951736
Liberia,1966,1283304
Libya,1966,1787080
Liechtenstein,1966,19156
Lithuania,1966,3003571
Luxembourg,1966,332421
"Macao, China",1966,216873
"Macedonia, FYR",1966,1617797
Madagascar,1966,5918060
Malawi,1966,4158132
Malaysia,1966,9844116
Maldives,1966,105145
Mali,1966,5635859
Malta,1966,305357
Marshall Islands,1966,17840
Martinique,1966,315175
Mauritania,1966,1021880
Mauritius,1966,769556
Mayotte,1966,31785
Mexico,1966,46010959
"Micronesia, Fed. Sts.",1966,54201
Moldova,1966,3392084
Monaco,1966,23304
Mongolia,1966,1139960
Montenegro,1966,533909
Montserrat,1966,11809
Morocco,1966,14617077
Mozambique,1966,8482373
Myanmar,1966,24606863
Namibia,1966,700316
Nauru,1966,5936
Nepal,1966,11100672
Netherlands,1966,12372136
Netherlands Antilles,1966,149127
New Caledonia,1966,93682
New Zealand,1966,2668590
Ngorno-Karabakh,1966,NA
Nicaragua,1966,2125233
Niger,1966,4032210
Nigeria,1966,51336375
Niue,1966,5152
Norfolk Island,1966,1770
Northern Cyprus,1966,NA
Northern Mariana Islands,1966,11489
Norway,1966,3754010
Oman,1966,642005
Pakistan,1966,52194629
Palau,1966,10945
Panama,1966,1353805
Papua New Guinea,1966,2208422
Paraguay,1966,2229373
Peru,1966,11941327
Philippines,1966,31867565
Pitcairn,1966,100
Poland,1966,31824145
Portugal,1966,8839831
Puerto Rico,1966,2609261
Qatar,1966,79735
Reunion,1966,405290
Romania,1966,19582342
Russia,1966,127396324
Rwanda,1966,3319077
St. Barthélemy,1966,2321
St. Helena,1966,4652
St. Kitts and Nevis,1966,48355
St. Lucia,1966,97877
St. Martin,1966,20105
St. Vincent and the Grenadines,1966,86860
St.-Pierre-et-Miquelon,1966,5152
Samoa,1966,130687
San Marino,1966,17839
Sao Tome and Principe,1966,66057
Saudi Arabia,1966,5015672
Senegal,1966,3754268
Serbia,1966,7888802
Serbia and Montenegro,1966,8398922
Serbia excluding Kosovo,1966,6676863
Seychelles,1966,47851
Sierra Leone,1966,2365801
Singapore,1966,1921099
Slovak Republic,1966,4412907
Slovenia,1966,1636660
Solomon Islands,1966,141027
Somalia,1966,3144244
Somaliland,1966,NA
South Africa,1966,20325230
South Ossetia,1966,NA
Spain,1966,32536637
Sri Lanka,1966,11385943
Sudan,1966,9013112
Suriname,1966,341137
Svalbard,1966,2069
Swaziland,1966,401295
Sweden,1966,7804200
Switzerland,1966,5916911
Syria,1966,5579283
Taiwan,1966,13316e3
Tajikistan,1966,2575335
Tanzania,1966,12038886
Thailand,1966,32789097
Timor-Leste,1966,557252
Togo,1966,1774029
Tokelau,1966,1878
Tonga,1966,76787
Transnistria,1966,NA
Trinidad and Tobago,1966,919902
Tunisia,1966,4638271
Turkey,1966,31718266
Turkmenistan,1966,1949425
Turks and Caicos Islands,1966,5629
Tuvalu,1966,6935
Uganda,1966,8292747
Ukraine,1966,45682314
United Arab Emirates,1966,161077
United Kingdom,1966,54606608
United States,1966,201629471
Uruguay,1966,2722874
USSR,1966,233093960
Uzbekistan,1966,10559050
Wallis et Futuna,1966,9205
Vanuatu,1966,76410
Venezuela,1966,10175143
West Bank and Gaza,1966,1184822
West Germany,1966,58051005
Western Sahara,1966,56624
Vietnam,1966,38959335
Virgin Islands (U.S.),1966,52624
North Yemen (former),1966,4750612
South Yemen (former),1966,1470872
Yemen,1966,5720538
Yugoslavia,1966,19216550
Zambia,1966,3674088
Zimbabwe,1966,4568320
Åland,1966,20791
South Sudan,1966,3334254
Curaçao,1966,135654
Sint Maarten (Dutch part),1966,4896
St. Martin (French part),1966,NA
Antarctica,1966,NA
Bouvet Island,1966,NA
British Indian Ocean Territory,1966,NA
Clipperton,1966,NA
French Southern and Antarctic Lands,1966,NA
Gaza Strip,1966,NA
Heard and McDonald Islands,1966,NA
Northern Marianas,1966,NA
South Georgia and the South Sandwich Islands,1966,NA
US Minor Outlying Islands,1966,NA
Virgin Islands,1966,NA
West Bank,1966,NA
Abkhazia,1967,NA
Afghanistan,1967,10368600
Akrotiri and Dhekelia,1967,12016
Albania,1967,1998695
Algeria,1967,13354197
American Samoa,1967,25116
Andorra,1967,20755
Angola,1967,5962831
Anguilla,1967,6228
Antigua and Barbuda,1967,62002
Argentina,1967,22932201
Armenia,1967,2332624
Aruba,1967,58049
Australia,1967,11975795
Austria,1967,7390853
Azerbaijan,1967,4832098
Bahamas,1967,152607
Bahrain,1967,196203
Bangladesh,1967,59625294
Barbados,1967,236620
Belarus,1967,8785138
Belgium,1967,9543533
Belize,1967,112699
Benin,1967,2733450
Bermuda,1967,50555
Bhutan,1967,266293
Bolivia,1967,4237126
Bosnia and Herzegovina,1967,3619997
Botswana,1967,631276
Brazil,1967,88853679
British Virgin Islands,1967,9214
Brunei,1967,112680
Bulgaria,1967,8328838
Burkina Faso,1967,5343020
Burundi,1967,3235125
Cambodia,1967,6695460
Cameroon,1967,6280743
Canada,1967,20389445
Cape Verde,1967,248733
Cayman Islands,1967,8518
Central African Republic,1967,1718558
Chad,1967,3436227
Channel Islands,1967,117475
Chile,1967,8995410
China,1967,744365635
Christmas Island,1967,985
Cocos Island,1967,407
Colombia,1967,20311369
Comoros,1967,214038
"Congo, Dem. Rep.",1967,18378189
"Congo, Rep.",1967,1224041
Cook Is,1967,19979
Costa Rica,1967,1694711
Cote d'Ivoire,1967,4591238
Croatia,1967,4370856
Cuba,1967,8263547
Cyprus,1967,591304
Czech Republic,1967,9808728
Czechoslovakia,1967,14274778
Denmark,1967,4831242
Djibouti,1967,131403
Dominica,1967,67682
Dominican Republic,1967,4125107
East Germany,1967,17268673
Ecuador,1967,5566057
Egypt,1967,32456565
El Salvador,1967,3383674
Equatorial Guinea,1967,282445
Eritrea,1967,1670821
Eritrea and Ethiopia,1967,29690046
Estonia,1967,1319284
Ethiopia,1967,26280771
Faeroe Islands,1967,37258
Falkland Is (Malvinas),1967,2041
Fiji,1967,487911
Finland,1967,4584264
France,1967,49791771
French Guiana,1967,42441
French Polynesia,1967,100031
Gabon,1967,553829
Gambia,1967,416342
Georgia,1967,4577953
Germany,1967,77106876
Ghana,1967,8057442
Gibraltar,1967,23901
Greece,1967,8630672
Greenland,1967,41360
Grenada,1967,94962
Guadeloupe,1967,308734
Guam,1967,78409
Guatemala,1967,4993104
Guernsey,1967,51450
Guinea,1967,4021880
Guinea-Bissau,1967,673893
Guyana,1967,671986
Haiti,1967,4445531
Holy See,1967,767
Honduras,1967,2486288
"Hong Kong, China",1967,3901653
Hungary,1967,10238930
Iceland,1967,197356
India,1967,519162069
Indonesia,1967,105907403
Iran,1967,26318116
Iraq,1967,8947399
Ireland,1967,2882095
Isle of Man,1967,52995
Israel,1967,2652697
Italy,1967,52444751
Jamaica,1967,1807640
Japan,1967,99711082
Jersey,1967,67520
Jordan,1967,1320414
Kazakhstan,1967,12455366
Kenya,1967,10154489
Kiribati,1967,48440
North Korea,1967,13221826
South Korea,1967,29606633
United Korea (former),1967,42759343
Kosovo,1967,1424899
Kuwait,1967,585831
Kyrgyz Republic,1967,2735838
Lao,1967,2495093
Latvia,1967,2305718
Lebanon,1967,2174850
Lesotho,1967,970972
Liberia,1967,1315119
Libya,1967,1861661
Liechtenstein,1967,19691
Lithuania,1967,3038216
Luxembourg,1967,334231
"Macao, China",1967,227258
"Macedonia, FYR",1967,1644944
Madagascar,1967,6072270
Malawi,1967,4262013
Malaysia,1967,10111920
Maldives,1967,107488
Mali,1967,5706198
Malta,1967,304805
Marshall Islands,1967,18388
Martinique,1967,318502
Mauritania,1967,1052285
Mauritius,1967,784777
Mayotte,1967,33012
Mexico,1967,47429553
"Micronesia, Fed. Sts.",1967,56324
Moldova,1967,3444850
Monaco,1967,23297
Mongolia,1967,1173186
Montenegro,1967,530234
Montserrat,1967,11758
Morocco,1967,14978905
Mozambique,1967,8668529
Myanmar,1967,25218375
Namibia,1967,718622
Nauru,1967,6102
Nepal,1967,11307139
Netherlands,1967,12525253
Netherlands Antilles,1967,151801
New Caledonia,1967,96068
New Zealand,1967,2704205
Ngorno-Karabakh,1967,NA
Nicaragua,1967,2189880
Niger,1967,4144238
Nigeria,1967,52468593
Niue,1967,5206
Norfolk Island,1967,1775
Northern Cyprus,1967,NA
Northern Mariana Islands,1967,11882
Norway,1967,3784579
Oman,1967,660117
Pakistan,1967,53594445
Palau,1967,11081
Panama,1967,1393800
Papua New Guinea,1967,2258877
Paraguay,1967,2289579
Peru,1967,12282081
Philippines,1967,32826602
Pitcairn,1967,98
Poland,1967,32085011
Portugal,1967,8774391
Puerto Rico,1967,2634348
Qatar,1967,86161
Reunion,1967,420996
Romania,1967,19810623
Russia,1967,128165823
Rwanda,1967,3418313
St. Barthélemy,1967,2347
St. Helena,1967,4696
St. Kitts and Nevis,1967,47383
St. Lucia,1967,99526
St. Martin,1967,20288
St. Vincent and the Grenadines,1967,87736
St.-Pierre-et-Miquelon,1967,5218
Samoa,1967,134194
San Marino,1967,18228
Sao Tome and Principe,1967,67874
Saudi Arabia,1967,5196349
Senegal,1967,3862783
Serbia,1967,7942638
Serbia and Montenegro,1967,8473173
Serbia excluding Kosovo,1967,6735521
Seychelles,1967,48911
Sierra Leone,1967,2399667
Singapore,1967,1960547
Slovak Republic,1967,4442799
Slovenia,1967,1643697
Solomon Islands,1967,145354
Somalia,1967,3227245
Somaliland,1967,NA
South Africa,1967,20843785
South Ossetia,1967,NA
Spain,1967,32873962
Sri Lanka,1967,11661660
Sudan,1967,9299545
Suriname,1967,350755
Svalbard,1967,2116
Swaziland,1967,411478
Sweden,1967,7870642
Switzerland,1967,5991681
Syria,1967,5767478
Taiwan,1967,13644e3
Tajikistan,1967,2659452
Tanzania,1967,12406040
Thailand,1967,33778500
Timor-Leste,1967,567330
Togo,1967,1855445
Tokelau,1967,1813
Tonga,1967,79048
Transnistria,1967,NA
Trinidad and Tobago,1967,925918
Tunisia,1967,4737633
Turkey,1967,32448404
Turkmenistan,1967,2008148
Turks and Caicos Islands,1967,5589
Tuvalu,1967,7037
Uganda,1967,8580632
Ukraine,1967,46060456
United Arab Emirates,1967,171781
United Kingdom,1967,54904680
United States,1967,203713082
Uruguay,1967,2750093
USSR,1967,235584107
Uzbekistan,1967,10894306
Wallis et Futuna,1967,9132
Vanuatu,1967,78518
Venezuela,1967,10528054
West Bank and Gaza,1967,1165200
West Germany,1967,58596363
Western Sahara,1967,63123
Vietnam,1967,40074695
Virgin Islands (U.S.),1967,55278
North Yemen (former),1967,4782613
South Yemen (former),1967,1480779
Yemen,1967,5827223
Yugoslavia,1967,19387937
Zambia,1967,3792864
Zimbabwe,1967,4718612
Åland,1967,20760
South Sudan,1967,3407754
Curaçao,1967,137614
Sint Maarten (Dutch part),1967,5362
St. Martin (French part),1967,NA
Antarctica,1967,NA
Bouvet Island,1967,NA
British Indian Ocean Territory,1967,NA
Clipperton,1967,NA
French Southern and Antarctic Lands,1967,NA
Gaza Strip,1967,NA
Heard and McDonald Islands,1967,NA
Northern Marianas,1967,NA
South Georgia and the South Sandwich Islands,1967,NA
US Minor Outlying Islands,1967,NA
